 0 0
 0.707107 0.707107
 1.41421 1.41421
 2.12132 2.12132
 2.82843 2.82843
 3.53553 3.53553
 4.24264 4.24264
 4.94975 4.94975
 5.65685 5.65685
 6.36396 6.36396
 7.07107 7.07107
 7.77817 7.77817
 8.48528 8.48528
 9.19239 9.19239
 9.89949 9.89949
 10.6066 10.6066
 11.3137 11.3137
 12 12
 12 11
 12 10
 12 9
 12 8
 12 7
 12 6
 12 5
 12 4
 12 3
 12 2
 12 1
 12 0
 12 -1
 12 -2
 12 -3
 12 -4
 12 -5
 12 -6
 12 -7
 12 -8
 12 -9
 12 -10
 12 -11
 12 -12
 11.2929 -11.2929
 10.5858 -10.5858
 9.87868 -9.87868
 9.17157 -9.17157
 8.46447 -8.46447
 7.75736 -7.75736
 7.05025 -7.05025
 6.34315 -6.34315
 5.63604 -5.63604
 4.92893 -4.92893
 4.22183 -4.22183
 3.51472 -3.51472
 2.80761 -2.80761
 2.10051 -2.10051
 1.3934 -1.3934
 0.686292 -0.686292
 0 0
 -0.707107 0.707107
 -1.41421 1.41421
 -2.12132 2.12132
 -2.82843 2.82843
 -3.53553 3.53553
 -4.24264 4.24264
 -4.94975 4.94975
 -5.65685 5.65685
 -6.36396 6.36396
 -7.07107 7.07107
 -7.77817 7.77817
 -8.48528 8.48528
 -8.48528 7.48528
 -8.48528 6.48528
 -8.48528 5.48528
 -8.48528 4.48528
 -8.48528 3.48528
 -8.48528 2.48528
 -8.48528 1.48528
 -8.48528 0.485281
 -8.48528 -0.514719
 -8.48528 -1.51472
 -8.48528 -2.51472
 -8.48528 -3.51472
 -8.48528 -4.51472
 -8.48528 -5.51472
 -8.48528 -6.51472
 -8.48528 -7.51472
 -8.48528 -8.51472
 -8.48528 -9.51472
 -8.48528 -10.5147
 -8.48528 -11.5147
 -8.48528 -12.5147
 -8.48528 -13.5147
 -8.48528 -14.5147
 -8.48528 -15.5147
 -8.48528 -16.5147
 -8.48528 -17.5147
 -8.48528 -18.5147
 -8.48528 -19.5147
 -8.48528 -20.5147
 -8.48528 -21.5147
 -8.48528 -22.5147
 -8.48528 -23.5147
 -8.48528 -24.5147
 -8.48528 -25.5147
 -8.48528 -26.5147
 -8.48528 -27.5147
 -8.48528 -28.5147
 -8.48528 -29.5147
 -8.48528 -30.5147
 -8.48528 -31.5147
 -8.48528 -32.5147
 -8.48528 -33.5147
 -8.48528 -34.5147
 -8.48528 -35.5147
 -8.48528 -36.5147
 -8.48528 -37.5147
 -8.48528 -38.5147
 -8.48528 -39.5147
 -8.48528 -40.5147
 -8.48528 -41.5147
 -8.48528 -42.5147
 -8.48528 -43.5147
 -8.48528 -44.5147
 -8.48528 -45.5147
 -8.48528 -46.5147
 -8.48528 -47.5147
 -8.48528 -48.5147
 -8.48528 -49.5147
 -8.48528 -50.5147
 -8.48528 -51.5147
 -8.48528 -52.5147
 -8.48528 -53.5147
 -8.48528 -54.5147
 -8.48528 -55.5147
 -8.48528 -56.5147
 -8.48528 -57.5147
 -8.48528 -58.5147
 -8.48528 -59.5147
 -8.48528 -60.5147
 -8.48528 -61.5147
 -8.48528 -62.5147
 -8.48528 -63.5147
 -8.48528 -64.5147
 -8.48528 -65.5147
 -8.48528 -66.5147
 -8.48528 -67.5147
 -8.48528 -68.5147
 -8.48528 -69.5147
 -8.48528 -70.5147
 -8.48528 -71.5147
 -8.48528 -72.5147
 -8.48528 -73.5147
 -8.48528 -74.5147
 -8.48528 -75.5147
 -8.48528 -76.5147
 -8.48528 -77.5147
 -8.48528 -78.5147
 -8.48528 -79.5147
 -8.48528 -80.5147
 -8.48528 -81.5147
 -8.48528 -82.5147
 -8.48528 -83.5147
 -8.48528 -84.5147
 -8.48528 -85.5147
 -8.48528 -86.5147
 -8.48528 -87.5147
 -8.48528 -88.5147
 -8.48528 -89.5147
 -8.48528 -90.5147
 -8.48528 -91.5147
 -8.48528 -92.5147
 -8.48528 -93.5147
 -8.48528 -94.5147
 -8.48528 -95.5147
 -8.48528 -96.5147
 -8.48528 -97.5147
 -8.48528 -98.5147
 -8.48528 -99.5147
 -8.48528 -100.515
 -8.48528 -101.515
 -8.48528 -102.515
 -8.48528 -103.515
 -8.48528 -104.515
 -8.48528 -105.515
 -8.48528 -106.515
 -8.48528 -107.515
 -8.48528 -108.515
 -8.48528 -109.515
 -8.48528 -110.515
 -8.48528 -111.515
 -8.48528 -112.515
 -8.48528 -113.515
 -8.48528 -114.515
